"country_name","country_code","indicator_name","indicator_code","debt"
"Cameroon","CMR","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","1134178516.2"
"Cameroon","CMR","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","1478504629.9"
"Cameroon","CMR","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","289883184.8"
"Cameroon","CMR","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","1430214928.9"
"Cameroon","CMR","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","73391801.8"
"Central African Republic","CAF","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","28688100.9"
"Central African Republic","CAF","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","2941585.2"
"Central African Republic","CAF","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","13826004.5"
"Central African Republic","CAF","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","20336290.8"
"Central African Republic","CAF","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","1632710.2"
"Central African Republic","CAF","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","6420051.7"
"Central African Republic","CAF","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","8351810.1"
"Central African Republic","CAF","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","1308875.0"
"Central African Republic","CAF","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","20246056.2"
"Central African Republic","CAF","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","28688100.9"
"Central African Republic","CAF","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","2941585.2"
"Central African Republic","CAF","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","20269056.2"
"Chad","TCD","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","311063117.1"
"Chad","TCD","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","65271550.5"
"Chad","TCD","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","141342110.7"
"Chad","TCD","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","113613907.8"
"Chad","TCD","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","13090928.3"
"Chad","TCD","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","137104618.4"
"Chad","TCD","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","197449209.3"
"Chad","TCD","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","25538622.2"
"Chad","TCD","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","278446729.1"
"Chad","TCD","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","311063117.1"
"Chad","TCD","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","38629550.5"
"Chad","TCD","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","330432443.4"
"China","CHN","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","11435674860.7"
"China","CHN","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","40328655014.6"
"China","CHN","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","621104951.3"
"China","CHN","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","280358029.5"
"China","CHN","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","3097217451.8"
"China","CHN","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","2673810796.8"
"China","CHN","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","2102503321.9"
"China","CHN","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","3718322403.1"
"China","CHN","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2673810796.8"
"China","CHN","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","2382861351.4"
"China","CHN","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","176465561073.4"
"China","CHN","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","117599796495.7"
"Colombia","COL","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","851263491.9"
"Colombia","COL","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","9706094216.5"
"Colombia","COL","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","528826244.0"
"Colombia","COL","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","172720403.7"
"Colombia","COL","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","191910598.1"
"Colombia","COL","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","1071557570.2"
"Colombia","COL","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","528143088.2"
"Colombia","COL","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","1936247008.2"
"Colombia","COL","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","1600383814.2"
"Colombia","COL","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","700863491.9"
"Colombia","COL","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","2128157606.3"
"Colombia","COL","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","14159851804.9"
"Colombia","COL","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","10393412900.2"
"Comoros","COM","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","57287960.3"
"Comoros","COM","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","8268240.8"
"Comoros","COM","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","8273137.5"
"Comoros","COM","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","3973800.0"
"Comoros","COM","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","1844516.4"
"Comoros","COM","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","13407234.5"
"Comoros","COM","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","34251839.5"
"Comoros","COM","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","6075649.4"
"Comoros","COM","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","21680372.0"
"Comoros","COM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","38225639.5"
"Comoros","COM","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","7920165.8"
"Comoros","COM","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","37218566.3"
"Congo, Dem. Rep.","COD","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","2307584637.4"
"Congo, Dem. Rep.","COD","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","105499408.6"
"Congo, Dem. Rep.","COD","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","615395404.9"
"Congo, Dem. Rep.","COD","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","1590071916.1"
"Congo, Dem. Rep.","COD","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","59320355.4"
"Congo, Dem. Rep.","COD","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","109531322.6"
"Congo, Dem. Rep.","COD","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","717419721.3"
"Congo, Dem. Rep.","COD","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","45063053.2"
"Congo, Dem. Rep.","COD","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","724926727.5"
"Congo, Dem. Rep.","COD","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2307491637.4"
"Congo, Dem. Rep.","COD","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","104383408.6"
"Congo, Dem. Rep.","COD","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","748236394.2"
"Congo, Rep.","COG","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","428290634.5"
"Congo, Rep.","COG","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","234902995.0"
"Congo, Rep.","COG","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","299668467.5"
"Congo, Rep.","COG","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","138316409.6"
"Congo, Rep.","COG","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","48866444.8"
"Congo, Rep.","COG","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","66890893.4"
"Congo, Rep.","COG","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","289816209.9"
"Congo, Rep.","COG","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","53300275.2"
"Congo, Rep.","COG","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","366559360.9"
"Congo, Rep.","COG","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","428132619.5"
"Congo, Rep.","COG","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","102166720.0"
"Congo, Rep.","COG","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","657106228.5"
"Congo, Rep.","COG","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1949420.9"
"Costa Rica","CRI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","438542725.6"
"Costa Rica","CRI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1662670791.1"
"Costa Rica","CRI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","22570193.0"
"Costa Rica","CRI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","65809080.9"
"Costa Rica","CRI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","20578791.1"
"Costa Rica","CRI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","527468007.1"
"Costa Rica","CRI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","369420644.7"
"Costa Rica","CRI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","412278000.0"
"Costa Rica","CRI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","550038200.1"
"Costa Rica","CRI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","435229725.6"
"Costa Rica","CRI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","432856791.1"
"Costa Rica","CRI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","4765122470.1"
"Costa Rica","CRI","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","4210663770.0"
"Cote d'Ivoire","CIV","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","5788221320.3"
"Cote d'Ivoire","CIV","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1250212841.2"
"Cote d'Ivoire","CIV","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","567940211.8"
"Cote d'Ivoire","CIV","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","994082474.5"
"Cote d'Ivoire","CIV","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","122900780.4"
"Cote d'Ivoire","CIV","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","378081757.0"
"Cote d'Ivoire","CIV","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","1667021661.2"
"Cote d'Ivoire","CIV","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","184191812.5"
"Cote d'Ivoire","CIV","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","946021968.8"
"Cote d'Ivoire","CIV","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2661104135.7"
"Cote d'Ivoire","CIV","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","307092592.9"
"Cote d'Ivoire","CIV","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","2554559883.9"
"Cote d'Ivoire","CIV","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","128675312.2"
"Djibouti","DJI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","197197771.4"
"Djibouti","DJI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","69349939.1"
"Djibouti","DJI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","94814881.3"
"Djibouti","DJI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","74944607.9"
"Djibouti","DJI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","41239174.7"
"Djibouti","DJI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","61217527.3"
"Djibouti","DJI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","122253163.5"
"Djibouti","DJI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","27672764.4"
"Djibouti","DJI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","156032408.6"
"Djibouti","DJI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","197197771.4"
"Djibouti","DJI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","68911939.1"
"Djibouti","DJI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","158635148.3"
"Djibouti","DJI","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","2602739.7"
"Dominica","DMA","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","21030302.3"
"Dominica","DMA","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","7833378.5"
"Dominica","DMA","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","11515649.6"
"Dominica","DMA","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","2412178.6"
"Dominica","DMA","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","973373.7"
"Dominica","DMA","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","10713536.2"
"Dominica","DMA","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","18618123.7"
"Dominica","DMA","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","4294893.7"
"Dominica","DMA","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","22229185.8"
"Dominica","DMA","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","21030302.3"
"Dominica","DMA","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","5268267.4"
"Dominica","DMA","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","41442025.2"
"Dominican Republic","DOM","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","1394433841.0"
"Dominican Republic","DOM","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","2525822129.5"
"Dominican Republic","DOM","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","165610401.1"
"Dominican Republic","DOM","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","139955463.8"
"Dominican Republic","DOM","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","56439513.5"
"Dominican Republic","DOM","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","516623487.2"
"Dominican Republic","DOM","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","1210292429.3"
"Dominican Republic","DOM","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","475718738.2"
"Dominican Republic","DOM","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","682233888.3"
"Dominican Republic","DOM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","1350247893.1"
"Dominican Republic","DOM","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","532158251.7"
"Dominican Republic","DOM","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","3042073156.8"
"Dominican Republic","DOM","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","2087958238.6"
"Ecuador","ECU","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","1454240196.3"
"Ecuador","ECU","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","2217551382.7"
"Ecuador","ECU","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","1496998904.4"
"Ecuador","ECU","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","402108603.4"
"Ecuador","ECU","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","266185339.7"
"Ecuador","ECU","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","817580483.7"
"Ecuador","ECU","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","1047626592.9"
"Ecuador","ECU","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","1166804945.3"
"Ecuador","ECU","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","2314579388.1"
"Ecuador","ECU","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","1449735196.3"
"Ecuador","ECU","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","1432990285.0"
"Ecuador","ECU","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","4267061406.2"
"Ecuador","ECU","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1888742000.0"
"Egypt, Arab Rep.","EGY","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","19656798059.3"
"Egypt, Arab Rep.","EGY","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","5860654014.9"
"Egypt, Arab Rep.","EGY","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","2174702791.6"
"Egypt, Arab Rep.","EGY","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","12791063775.1"
"Egypt, Arab Rep.","EGY","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","950131590.4"
"Egypt, Arab Rep.","EGY","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","5536197708.7"
"Egypt, Arab Rep.","EGY","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","2651940107.4"
"Egypt, Arab Rep.","EGY","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","1483981567.9"
"Egypt, Arab Rep.","EGY","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","7710900500.3"
"Egypt, Arab Rep.","EGY","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","15443003882.5"
"Egypt, Arab Rep.","EGY","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","2434113158.3"
"Egypt, Arab Rep.","EGY","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","15130282841.5"
"Egypt, Arab Rep.","EGY","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","120719275.4"
"El Salvador","SLV","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","668528732.2"
"El Salvador","SLV","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1161558774.5"
"El Salvador","SLV","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","44121759.7"
"El Salvador","SLV","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","29429597.2"
"El Salvador","SLV","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","7163847.0"
"El Salvador","SLV","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","411218103.3"
"El Salvador","SLV","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","610255973.2"
"El Salvador","SLV","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","418157147.5"
"El Salvador","SLV","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","455339863.0"
"El Salvador","SLV","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","639685570.4"
"El Salvador","SLV","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","425320994.5"
"El Salvador","SLV","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","2314463214.0"
"El Salvador","SLV","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1726372150.1"
"Eritrea","ERI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","2184282.7"
"Eritrea","ERI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","4277945.2"
"Eritrea","ERI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","11223007.0"
"Eritrea","ERI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","24614.3"
"Eritrea","ERI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","596200.3"
"Eritrea","ERI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","20985456.8"
"Eritrea","ERI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","2159668.4"
"Eritrea","ERI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","3681744.9"
"Eritrea","ERI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","32208463.8"
"Eritrea","ERI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2184282.7"
"Eritrea","ERI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","4277945.2"
"Eritrea","ERI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","32208463.8"
"Eswatini","SWZ","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","127490598.2"
"Eswatini","SWZ","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","52169978.4"
"Eswatini","SWZ","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","16642816.3"
"Eswatini","SWZ","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","42740121.5"
"Eswatini","SWZ","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","14742836.9"
"Eswatini","SWZ","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","35489736.1"
"Eswatini","SWZ","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","84750476.7"
"Eswatini","SWZ","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","27165797.4"
"Eswatini","SWZ","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","52132552.4"
"Eswatini","SWZ","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","127490598.2"
"Eswatini","SWZ","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","41908634.3"
"Eswatini","SWZ","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","93396652.4"
"Eswatini","SWZ","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","41264100.0"
"Ethiopia","ETH","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","2939056358.7"
"Ethiopia","ETH","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1034628449.8"
"Ethiopia","ETH","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","5318557268.0"
"Ethiopia","ETH","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","1487548465.0"
"Ethiopia","ETH","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","604629220.6"
"Ethiopia","ETH","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","435181753.7"
"Ethiopia","ETH","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","958442096.3"
"Ethiopia","ETH","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","137789779.2"
"Ethiopia","ETH","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","5753739021.7"
"Ethiopia","ETH","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","2445990561.3"
"Ethiopia","ETH","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","742418999.8"
"Ethiopia","ETH","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","8121217339.7"
"Europe & Central Asia (excluding high income)","ECA","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","22079876496.0"
"Europe & Central Asia (excluding high income)","ECA","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","35989060009.9"
"Europe & Central Asia (excluding high income)","ECA","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","8290179277.1"
"Europe & Central Asia (excluding high income)","ECA","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","6485369888.1"
"Europe & Central Asia (excluding high income)","ECA","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","2046549994.3"
"Europe & Central Asia (excluding high income)","ECA","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","11214406358.6"
"Europe & Central Asia (excluding high income)","ECA","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","11169122979.5"
"Europe & Central Asia (excluding high income)","ECA","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","5994793078.2"
"Europe & Central Asia (excluding high income)","ECA","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","19504585635.7"
"Europe & Central Asia (excluding high income)","ECA","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","17654492867.6"
"Europe & Central Asia (excluding high income)","ECA","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","8041343072.5"
"Europe & Central Asia (excluding high income)","ECA","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","133479368332.0"
"Europe & Central Asia (excluding high income)","ECA","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","90135311544.9"
"Fiji","FJI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","79304218.0"
"Fiji","FJI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","93217949.0"
"Fiji","FJI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","28805561.4"
"Fiji","FJI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","7008466.7"
"Fiji","FJI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","6714243.9"
"Fiji","FJI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","58966846.7"
"Fiji","FJI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","72295751.3"
"Fiji","FJI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","59064705.1"
"Fiji","FJI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","87772408.1"
"Fiji","FJI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","79304218.0"
"Fiji","FJI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","65778949.0"
"Fiji","FJI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","281093156.8"
"Fiji","FJI","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","193320748.7"
"Gabon","GAB","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","472519020.5"
