ln_ing_lab,lngasfam,nucleo,age_squared,sch,niv_edu_g_Secundaria completa,niv_edu_g_Secundaria incompleta,niv_edu_g_Superior completa,niv_edu_g_Superior incompleta,pobreza_pobre extremo,pobreza_pobre no extremo,jefe_Yes,urban_urbano,ramactsec_Sector Secundario,ramactsec_Sector Terciario,male_Mujer
6.968066215515137,7.865414142608643,1,2704,11,True,False,False,False,False,False,True,True,True,False,True
7.326684951782227,7.865414142608643,1,529,11,True,False,False,False,False,False,False,True,True,False,False
6.644440650939941,8.550010681152344,1,3600,11,True,False,False,False,False,False,True,True,True,False,False
6.929435253143311,8.550010681152344,1,3969,11,True,False,False,False,False,False,False,True,False,True,True
6.900646686553955,8.550010681152344,1,625,13,False,False,False,True,False,False,False,True,True,False,False
6.941431999206543,8.136000633239746,1,2304,11,True,False,False,False,False,False,True,True,True,False,False
7.131631851196289,8.136000633239746,1,2209,11,True,False,False,False,False,False,False,True,True,False,True
7.484930515289307,8.025886535644531,1,1764,11,True,False,False,False,False,False,True,True,False,True,False
6.487303256988525,8.025886535644531,1,1681,11,True,False,False,False,False,False,False,True,False,True,True
6.917375564575195,8.025886535644531,1,361,11,True,False,False,False,False,False,False,True,False,True,True
5.989378929138184,8.532853126525879,1,2209,11,True,False,False,False,False,False,True,True,False,True,True
7.727608680725098,8.532853126525879,2,1369,16,False,False,True,False,False,False,True,True,False,True,True
7.953757762908936,8.532853126525879,2,961,17,False,False,True,False,False,False,False,True,False,True,False
6.865282535552979,8.532853126525879,3,2116,9,False,True,False,False,False,False,True,True,False,True,False
7.75480318069458,8.347006797790527,1,3969,16,False,False,True,False,False,False,True,True,True,False,False
7.363702297210693,8.347006797790527,1,784,14,False,False,False,True,False,False,False,True,False,True,False
7.364071846008301,7.968071937561035,2,1600,12,False,False,False,True,False,False,True,True,False,True,False
7.063690185546875,8.232821464538574,1,3481,5,False,False,False,False,False,False,True,True,False,True,False
6.644440650939941,8.009611129760742,1,2500,11,True,False,False,False,False,False,True,True,True,False,False
6.657047748565674,8.009611129760742,1,676,12,False,False,False,True,False,False,False,True,True,False,False
6.410209625378831,8.179619789123535,1,3481,11,True,False,False,False,False,False,True,True,False,True,True
7.774330615997314,8.179619789123535,1,3136,3,False,False,False,False,False,False,False,True,False,True,False
6.644440650939941,8.179619789123535,1,400,11,True,False,False,False,False,False,False,True,False,True,False
5.296231746673584,8.179619789123535,1,289,11,True,False,False,False,False,False,False,True,False,True,False
6.644440650939941,7.877031803131104,1,676,12,False,False,False,True,False,False,True,True,False,True,False
6.998128890991211,7.349913597106934,1,256,4,False,False,False,False,False,True,False,True,False,True,False
6.941431999206543,8.150790214538574,1,2601,5,False,False,False,False,False,False,True,True,True,False,False
7.850330829620361,8.150790214538574,2,676,11,True,False,False,False,False,False,True,True,False,True,False
7.74907112121582,7.322788715362549,1,4096,2,False,False,False,False,False,False,False,True,True,False,False
5.682161331176758,7.25735330581665,1,1444,13,False,False,False,True,False,True,False,True,False,True,True
6.828170776367188,7.626968860626221,1,1089,11,True,False,False,False,False,False,True,True,False,True,False
6.434585199767968,7.874130725860596,1,3364,11,True,False,False,False,False,False,True,True,False,True,False
8.012073516845703,7.874130725860596,1,676,11,True,False,False,False,False,False,False,True,False,True,False
7.106264591217041,7.874130725860596,1,529,14,False,False,True,False,False,False,False,True,False,False,False
7.327725887298584,7.275918006896973,1,529,13,False,False,False,True,False,False,True,True,False,True,False
5.912150859832764,7.275918006896973,1,576,16,False,False,True,False,False,False,False,True,False,True,True
6.855145454406738,7.559253692626953,1,3481,11,True,False,False,False,False,False,True,True,False,True,False
6.363315582275391,7.559253692626953,1,2809,14,False,False,True,False,False,False,False,True,False,True,True
7.242857456207275,7.559253692626953,1,961,14,False,False,True,False,False,False,False,True,False,True,False
7.609531879425049,7.648441791534424,1,784,11,True,False,False,False,False,False,True,True,False,True,False
6.817556858062744,7.648441791534424,1,784,13,False,False,False,True,False,False,False,True,False,True,True
6.855145454406738,8.519574165344238,1,3025,14,False,False,True,False,False,False,True,True,False,True,False
7.459098815917969,8.519574165344238,1,2116,9,False,True,False,False,False,False,False,True,False,True,True
7.096997261047363,8.519574165344238,1,529,11,True,False,False,False,False,False,False,True,False,True,False
6.932773113250732,8.519574165344238,2,676,15,False,False,False,True,False,False,True,True,False,True,True
7.325752735137939,7.311545372009277,1,3481,11,True,False,False,False,False,False,True,True,False,True,False
6.410209625378831,7.311545372009277,1,2916,11,True,False,False,False,False,False,False,True,False,True,True
6.464328765869141,8.552047729492188,1,5476,5,False,False,False,False,False,False,True,True,True,False,False
5.178970813751221,8.552047729492188,1,5184,5,False,False,False,False,False,False,False,True,False,True,True
7.892358779907227,8.552047729492188,1,2304,12,False,False,False,True,False,False,False,True,False,True,False
7.529048442840576,8.552047729492188,1,1764,11,True,False,False,False,False,False,False,True,True,False,False
7.113277912139893,8.552047729492188,1,1521,6,False,False,False,False,False,False,False,True,False,True,False
7.633934020996094,8.552047729492188,2,1936,14,False,False,True,False,False,False,True,True,False,True,True
6.644440650939941,8.315265655517578,1,2601,16,False,False,True,False,False,False,True,True,False,True,False
6.930983543395996,8.315265655517578,1,1225,14,False,False,True,False,False,False,False,True,False,False,True
4.826979637145996,7.000363826751709,1,2809,13,False,False,False,True,False,False,True,True,False,True,True
7.435142993927002,7.000363826751709,1,3136,14,False,False,True,False,False,False,False,True,False,True,False
7.121387004852295,8.198322296142578,1,1764,7,False,True,False,False,False,False,True,True,False,True,False
5.184588432312012,8.198322296142578,1,1936,8,False,True,False,False,False,False,False,True,False,True,True
6.835901260375977,8.198322296142578,1,361,11,True,False,False,False,False,False,False,True,False,False,False
5.304133892059326,8.198322296142578,2,576,15,False,False,False,True,False,False,False,True,False,True,True
7.222322463989258,8.198322296142578,2,784,12,False,False,False,True,False,False,True,True,False,True,False
8.037704467773438,7.817654132843018,1,3025,16,False,False,True,False,False,False,True,True,False,True,False
7.015488147735596,7.54127025604248,2,2601,11,True,False,False,False,False,False,True,True,False,True,True
6.567609786987305,7.54127025604248,2,576,13,False,False,False,True,False,False,False,True,False,True,True
6.504537582397461,7.244323253631592,1,1521,11,True,False,False,False,False,False,True,True,False,True,False
5.880067348480225,7.244323253631592,1,841,11,True,False,False,False,False,False,False,True,False,True,True
7.345580101013184,7.346436023712158,1,1600,10,False,True,False,False,False,False,True,True,True,False,False
6.177598476409912,6.987269401550293,1,2401,11,True,False,False,False,False,True,True,True,False,True,False
4.998899936676025,6.987269401550293,1,1089,2,False,False,False,False,False,True,False,True,False,True,True
6.767151355743408,7.333823680877686,1,2025,7,False,True,False,False,False,False,True,True,False,True,True
6.631452560424805,7.333823680877686,2,529,10,False,True,False,False,False,False,True,True,False,True,True
6.396929740905762,7.219901084899902,1,2209,13,False,False,False,True,False,True,True,True,False,True,False
5.64102029800415,7.219901084899902,1,2209,11,True,False,False,False,False,True,False,True,False,True,True
6.410209625378831,7.219901084899902,1,256,10,False,True,False,False,False,True,False,True,False,True,True
5.798840045928955,7.243209362030029,0,3025,5,False,False,False,False,False,True,True,True,False,True,True
5.690359592437744,7.243209362030029,1,1089,11,True,False,False,False,False,True,True,True,False,True,True
7.44823694229126,7.016886234283447,1,2916,14,False,False,True,False,False,True,True,True,True,False,False
5.26269006729126,7.016886234283447,1,1521,9,False,True,False,False,False,True,False,True,False,True,True
5.9213547706604,7.59147834777832,1,2601,14,False,False,True,False,False,False,True,True,False,True,True
6.729923725128174,7.59147834777832,1,676,12,False,False,False,True,False,False,False,True,True,False,False
6.836348533630371,7.59147834777832,1,484,14,False,False,True,False,False,False,False,True,False,True,True
4.442651271820068,7.583283424377441,1,3721,3,False,False,False,False,False,False,True,True,True,False,True
7.377550601959229,7.583283424377441,1,1521,6,False,False,False,False,False,False,False,True,True,False,False
5.77739429473877,7.583283424377441,2,484,10,False,True,False,False,False,False,True,True,False,True,False
7.552280902862549,7.840462684631348,1,2025,14,False,False,True,False,False,False,True,True,False,True,False
4.382026672363281,7.840462684631348,1,2209,14,False,False,True,False,False,False,False,True,False,True,True
6.907505035400391,7.840462684631348,1,441,13,False,False,False,True,False,False,False,True,False,True,False
7.232492446899414,8.02136516571045,1,2809,14,False,False,True,False,False,False,True,True,True,False,False
7.61714506149292,8.02136516571045,1,784,16,False,False,True,False,False,False,False,True,False,True,False
6.061262607574463,8.02136516571045,1,361,11,True,False,False,False,False,False,False,True,False,True,False
7.051928043365479,7.990882873535156,1,3600,3,False,False,False,False,False,False,True,True,False,False,True
6.934803009033203,7.990882873535156,1,400,11,True,False,False,False,False,False,False,True,False,False,False
6.574843406677246,7.990882873535156,2,324,6,False,False,False,False,False,False,False,True,False,True,False
7.733026504516602,7.494463443756104,1,1296,6,False,False,False,False,False,False,True,True,False,True,False
4.488636493682861,7.205222129821777,1,2916,11,True,False,False,False,False,True,False,True,False,True,False
7.014289855957031,7.554523944854736,1,1089,6,False,False,False,False,False,True,True,True,True,False,False
5.303304672241211,7.554523944854736,1,784,3,False,False,False,False,False,True,False,True,True,False,True
6.773938179016113,7.484848976135254,1,2401,8,False,True,False,False,False,False,True,True,False,True,False
6.465885639190674,7.484848976135254,1,2116,2,False,False,False,False,False,False,False,True,True,False,True
5.736303329467773,7.603978633880615,1,1521,1,False,False,False,False,False,False,True,True,False,True,False
7.552587032318115,7.603978633880615,1,225,7,False,True,False,False,False,False,False,True,True,False,False
5.426679134368896,8.598092079162598,1,2704,7,False,True,False,False,False,False,True,True,False,False,False
5.685562133789063,8.598092079162598,1,2500,7,False,True,False,False,False,False,False,True,False,True,True
6.954241275787354,8.598092079162598,2,729,7,False,True,False,False,False,False,True,True,False,False,False
6.956783294677734,8.598092079162598,2,729,11,True,False,False,False,False,False,False,True,False,False,True
6.956783294677734,8.598092079162598,3,529,7,False,True,False,False,False,False,True,True,False,False,False
6.956783294677734,8.598092079162598,3,529,6,False,False,False,False,False,False,False,True,False,False,True
6.967673778533936,8.598092079162598,4,576,6,False,False,False,False,False,False,False,True,False,False,False
6.434585199767968,6.651607513427734,1,6241,1,False,False,False,False,False,False,True,True,False,False,False
5.281933784484863,6.651607513427734,1,5476,1,False,False,False,False,False,False,False,True,True,False,True
5.356429100036621,7.155489444732666,1,7569,2,False,False,False,False,False,False,True,True,False,False,False
5.392111301422119,7.311171054840088,1,1681,9,False,True,False,False,False,False,True,True,False,False,False
5.964863777160645,7.311171054840088,1,1521,11,True,False,False,False,False,False,False,True,False,True,True
6.419859409332275,6.740242004394531,1,2809,5,False,False,False,False,False,False,True,True,False,False,False
6.410209625378831,6.740242004394531,1,2601,7,False,True,False,False,False,False,False,True,False,False,True
6.434585199767968,7.90483570098877,1,5476,1,False,False,False,False,False,False,True,True,False,False,False
7.035855293273926,7.90483570098877,2,1156,11,True,False,False,False,False,False,True,True,False,False,False
6.986720561981201,7.90483570098877,2,729,6,False,False,False,False,False,False,False,True,False,False,True
7.481368064880371,7.858283042907715,1,2025,7,False,True,False,False,False,True,True,True,False,False,False
5.783312320709229,7.858283042907715,2,676,9,False,True,False,False,False,True,True,True,False,False,False
5.151845455169678,8.484724044799805,1,1681,7,False,True,False,False,False,False,False,True,False,True,True
6.663026332855225,7.397723197937012,1,1936,8,False,True,False,False,True,False,False,True,False,True,False
6.921494007110596,7.397723197937012,2,1156,11,True,False,False,False,True,False,True,True,False,True,True
6.405503749847412,7.397723197937012,3,2209,3,False,False,False,False,True,False,True,True,True,False,False
6.824373722076416,8.5023775100708,1,289,6,False,False,False,False,False,False,False,True,False,True,True
7.09947681427002,8.5023775100708,2,784,7,False,True,False,False,False,False,True,True,True,False,False
6.644440650939941,7.700363636016846,1,2601,6,False,False,False,False,False,False,True,True,False,True,False
6.410209625378831,7.700363636016846,1,2401,6,False,False,False,False,False,False,False,True,False,True,True
7.41251277923584,7.700363636016846,1,729,14,False,False,True,False,False,False,False,True,False,True,True
7.169670581817627,7.788458824157715,1,1936,6,False,False,False,False,False,True,False,True,False,True,True
7.123941421508789,8.476987838745117,1,484,13,False,False,False,True,False,False,True,True,False,True,False
8.016620635986328,8.476987838745117,1,484,11,True,False,False,False,False,False,False,True,False,True,True
6.244975566864014,7.376590251922607,1,961,7,False,True,False,False,False,False,True,True,False,False,False
7.814635276794434,7.989337921142578,1,2601,5,False,False,False,False,False,False,True,True,False,False,False
5.706002235412598,7.989337921142578,2,784,11,True,False,False,False,False,False,True,True,False,False,False
5.738452434539795,7.989337921142578,2,625,14,False,False,True,False,False,False,False,True,False,True,True
6.529175281524658,7.989337921142578,3,676,11,True,False,False,False,False,False,False,True,False,True,False
6.468862533569336,8.167672157287598,1,1156,6,False,False,False,False,False,False,False,True,False,True,False
6.468862533569336,8.167672157287598,1,1024,6,False,False,False,False,False,False,False,True,False,True,False
7.221287727355957,8.167672157287598,1,529,14,False,False,True,False,False,False,False,True,True,False,False
6.68325662612915,7.500749588012695,1,3721,5,False,False,False,False,False,False,True,True,False,True,False
6.505908489227295,7.896720409393311,1,1600,11,True,False,False,False,False,False,False,True,False,True,False
4.380984306335449,7.896720409393311,0,441,12,False,False,False,True,False,False,True,True,False,True,False
5.842093944549561,7.503485679626465,1,3844,11,True,False,False,False,False,False,True,True,False,False,False
6.643247127532959,8.218267440795898,1,5041,16,False,False,True,False,False,False,True,True,False,True,False
7.859091281890869,8.218267440795898,2,625,16,False,False,True,False,False,False,True,True,True,False,False
7.718537330627441,7.729637145996094,1,1225,11,True,False,False,False,False,False,True,True,False,True,False
5.965932846069336,7.729637145996094,1,961,12,False,False,False,True,False,False,False,True,False,True,True
7.464891910552979,7.754717826843262,1,625,16,False,False,True,False,False,False,False,True,True,False,False
6.435081481933594,7.156868457794189,1,3721,16,False,False,True,False,False,False,True,True,False,True,False
6.273191452026367,7.156868457794189,1,3136,16,False,False,True,False,False,False,False,True,False,True,True
5.280662536621094,8.225046157836914,1,2304,14,False,False,True,False,False,False,True,True,False,True,False
6.644440650939941,8.225046157836914,1,2304,14,False,False,True,False,False,False,False,True,False,True,True
7.874485492706299,8.31238079071045,1,4356,11,True,False,False,False,False,False,True,True,True,False,False
7.080657482147217,8.31238079071045,1,529,12,False,False,False,True,False,False,False,True,False,True,False
6.644440650939941,7.683476448059082,2,900,13,False,False,False,True,False,False,True,True,False,True,True
6.96916389465332,7.683476448059082,4,529,10,False,True,False,False,False,False,False,True,False,True,True
6.644440650939941,8.221453666687012,0,3969,14,False,False,True,False,False,False,True,True,False,False,True
7.229959487915039,8.593076705932617,1,4225,16,False,False,True,False,False,False,False,True,True,False,False
7.346923828125,8.593076705932617,2,1156,16,False,False,True,False,False,False,True,True,False,True,False
7.267118453979492,7.354429244995117,1,1089,11,True,False,False,False,False,False,True,True,True,False,False
6.434585199767968,7.354429244995117,0,3364,3,False,False,False,False,False,False,True,True,False,True,True
7.021158218383789,8.075540542602539,1,1681,1,False,False,False,False,False,False,True,True,False,True,False
6.584561347961426,8.075540542602539,1,256,11,True,False,False,False,False,False,False,True,False,True,False
7.458378314971924,7.93855619430542,1,1681,11,True,False,False,False,False,False,True,True,False,True,False
6.661641597747803,7.93855619430542,1,1444,14,False,False,True,False,False,False,False,True,False,True,True
7.537163734436035,7.766312122344971,1,4356,9,False,True,False,False,False,False,True,True,True,False,False
5.371025562286377,7.766312122344971,1,4489,5,False,False,False,False,False,False,False,True,True,False,True
6.583293914794922,7.544417381286621,1,1369,8,False,True,False,False,False,True,True,True,False,True,True
6.405228614807129,7.544417381286621,1,1024,11,True,False,False,False,False,True,False,True,False,True,False
5.535035133361816,7.544417381286621,1,324,11,True,False,False,False,False,True,False,True,False,True,False
5.44097375869751,7.544417381286621,1,256,8,False,True,False,False,False,True,False,True,False,True,False
4.997775077819824,6.949979305267334,1,3249,11,True,False,False,False,False,False,True,True,False,True,False
6.76157283782959,6.949979305267334,0,784,13,False,False,False,True,False,False,True,True,False,True,False
6.908171653747559,7.092135906219482,1,1296,9,False,True,False,False,False,True,False,True,False,True,False
7.102293491363525,7.419449806213379,1,3136,11,True,False,False,False,False,False,True,True,True,False,False
5.153773307800293,7.419449806213379,1,3136,5,False,False,False,False,False,False,False,True,True,False,True
7.257178783416748,7.728305816650391,0,1296,11,True,False,False,False,False,False,True,True,True,False,False
7.455684185028076,7.08080005645752,0,3481,3,False,False,False,False,False,False,True,True,True,False,False
6.110542774200439,6.852599143981934,0,2601,5,False,False,False,False,False,False,True,True,True,False,True
7.311886310577393,7.890495777130127,1,2209,16,False,False,True,False,False,False,True,True,True,False,False
6.213274002075195,7.890495777130127,1,2116,14,False,False,True,False,False,False,False,True,False,True,True
6.434585199767968,7.656486161299824,0,4624,3,False,False,False,False,False,False,True,True,False,True,True
6.476587772369385,7.274799346923828,0,1156,6,False,False,False,False,False,False,True,True,False,True,False
7.716868877410889,7.845768451690674,0,3481,11,True,False,False,False,False,False,True,True,False,True,False
6.680750370025635,7.342682361602783,1,1849,14,False,False,True,False,False,False,True,True,False,True,False
5.990213871002197,7.342682361602783,1,1764,14,False,False,True,False,False,False,False,True,False,True,True
6.72852897644043,7.012440204620361,0,1444,11,True,False,False,False,False,False,True,True,False,True,False
7.236099243164063,7.482652187347412,1,2704,9,False,True,False,False,False,False,True,True,False,True,False
6.99972677230835,7.683476448059082,1,1296,11,True,False,False,False,False,False,True,True,False,True,True
6.644440650939941,7.683476448059082,1,2116,16,False,False,True,False,False,False,False,True,True,False,False
7.38435173034668,8.53671646118164,1,961,14,False,False,True,False,False,False,True,True,True,False,False
7.531552314758301,8.53671646118164,2,2704,14,False,False,True,False,False,False,True,True,False,True,False
7.891174793243408,8.450221061706543,1,484,13,False,False,False,True,False,False,False,True,False,True,False
7.816920757293701,8.367376327514648,1,2116,18,False,False,True,False,False,False,True,True,False,True,True
6.644440650939941,8.367376327514648,1,4900,11,True,False,False,False,False,False,False,True,False,False,False
8.033469200134277,7.683476448059082,1,2209,16,False,False,True,False,False,False,True,True,False,True,False
6.815731525421143,7.683476448059082,1,529,15,False,False,False,True,False,False,False,True,False,True,False
7.171016693115234,7.397602081298828,0,2304,9,False,True,False,False,False,False,True,True,False,True,True
7.986221790313721,7.977800369262695,1,3600,11,True,False,False,False,False,False,True,True,True,False,False
7.075386047363281,7.977800369262695,1,1849,11,True,False,False,False,False,False,False,True,False,True,True
5.66527271270752,7.049688816070557,0,2601,14,False,False,True,False,False,False,True,True,False,True,True
5.281933784484863,6.774787425994873,0,4096,2,False,False,False,False,False,True,True,True,False,True,True
4.998899936676025,6.774787425994873,1,1369,5,False,False,False,False,False,True,True,True,False,True,True
6.946815967559814,7.618497371673584,1,3136,9,False,True,False,False,False,False,True,True,False,True,False
5.377205371856689,7.618497371673584,1,361,11,True,False,False,False,False,False,False,True,False,True,False
7.508376121520996,7.204840183258057,0,2809,14,False,False,False,True,False,False,True,True,False,True,False
4.360973358154297,7.145664215087891,0,5329,0,False,False,False,False,False,True,True,True,False,True,True
6.798033237457275,7.145664215087891,1,2209,11,True,False,False,False,False,True,True,True,False,True,True
6.464588165283203,7.145664215087891,1,484,11,True,False,False,False,False,True,False,True,True,False,False
5.416637955325664,7.863132953643799,1,6724,2,False,False,False,False,False,False,True,True,False,True,False
7.407721996307373,7.863132953643799,1,4900,5,False,False,False,False,False,False,False,True,False,True,True
6.38884162902832,7.060972690582275,1,2916,8,False,True,False,False,False,True,True,True,True,False,False
4.762886047363281,7.060972690582275,1,4225,1,False,False,False,False,False,True,False,True,False,True,True
6.737164497375488,7.060972690582275,1,676,14,False,False,True,False,False,True,False,True,False,True,True
7.222687721252441,7.652143478393555,1,2704,10,False,True,False,False,False,False,True,True,False,True,False
6.644440650939941,7.652143478393555,1,1681,7,False,True,False,False,False,False,False,True,False,True,True
7.22614860534668,7.409502506256104,1,1369,8,False,True,False,False,False,True,True,True,False,True,False
6.241412162780762,7.409502506256104,1,841,8,False,True,False,False,False,True,False,True,False,True,True
6.644440650939941,8.26638412475586,1,1156,17,False,False,True,False,False,False,True,True,False,True,False
6.644440650939941,8.237019538879395,1,2025,14,False,False,True,False,False,False,True,True,False,True,False
6.715989112854004,8.237019538879395,1,2025,16,False,False,True,False,False,False,False,True,False,True,True
6.644440650939941,7.683476448059082,1,1521,18,False,False,True,False,False,False,True,True,False,True,False
7.526896953582764,7.683476448059082,1,1521,16,False,False,True,False,False,False,False,True,False,True,True
6.644440650939941,8.155168533325195,1,1936,14,False,False,True,False,False,False,True,True,False,True,False
7.121387004852295,8.155168533325195,1,1936,11,True,False,False,False,False,False,False,True,False,True,True
6.644440650939941,7.981631755828857,1,1521,14,False,False,True,False,False,False,True,True,False,True,False
6.644440650939941,8.603666305541992,1,1296,15,False,False,True,False,False,False,True,True,False,True,False
7.282703876495361,8.603666305541992,1,576,14,False,False,True,False,False,False,False,True,True,False,True
6.410209625378831,7.010578632354736,1,3364,5,False,False,False,False,False,False,True,True,False,False,False
6.785399436950684,7.010578632354736,1,3025,5,False,False,False,False,False,False,False,True,False,False,True
7.098168849945068,7.540112972259521,1,4761,0,False,False,False,False,False,False,True,True,False,True,True
5.758638858795166,7.540112972259521,1,1369,10,False,True,False,False,False,False,False,True,False,False,False
6.305819034576416,7.540112972259521,2,1296,16,False,False,True,False,False,False,True,True,False,True,True
6.396651744842529,7.353678226470947,1,5625,1,False,False,False,False,False,False,True,True,False,True,False
6.964844226837158,7.353678226470947,1,1156,3,False,False,False,False,False,False,False,True,False,False,False
6.434585199767968,7.353678226470947,0,1444,14,False,False,True,False,False,False,True,True,False,True,False
6.028077602386475,6.853452682495117,1,1444,11,True,False,False,False,False,True,True,True,False,True,False
6.476716041564941,7.236873149871826,1,3249,0,False,False,False,False,False,False,True,True,False,True,False
5.393248558044434,7.236873149871826,1,2500,14,False,False,True,False,False,False,False,True,True,False,True
5.771181583404541,7.236873149871826,1,361,12,False,False,False,True,False,False,False,True,False,True,False
7.169863224029541,7.88789701461792,1,625,16,False,False,True,False,False,False,False,True,False,True,False
6.980308532714844,7.552267551422119,1,1600,11,True,False,False,False,False,False,True,True,True,False,False
7.372170448303223,7.902422904968262,1,3364,16,False,False,True,False,False,False,True,True,False,True,True
7.153247356414795,7.902422904968262,1,3481,11,True,False,False,False,False,False,False,True,False,True,False
4.848769664764404,7.656486161299824,0,5329,2,False,False,False,False,False,True,True,True,False,True,False
6.631232738494873,8.218124389648438,1,3025,5,False,False,False,False,False,False,True,True,False,True,False
7.307370185852051,8.218124389648438,1,576,12,False,False,False,True,False,False,False,True,False,True,False
6.396790981292725,8.218124389648438,1,484,11,True,False,False,False,False,False,False,True,False,True,True
6.747684478759766,8.218124389648438,1,256,8,False,True,False,False,False,False,False,True,False,True,False
7.674617290496826,7.266157150268555,1,3364,5,False,False,False,False,False,False,True,True,True,False,False
4.460144519805908,7.266157150268555,1,1089,11,True,False,False,False,False,False,False,True,False,True,True
7.474535942077637,7.919725894927979,1,1936,9,False,True,False,False,False,False,True,True,False,True,False
4.427835941314697,7.919725894927979,1,1521,12,False,False,False,True,False,False,False,True,False,True,True
6.759931564331055,7.919725894927979,1,324,11,True,False,False,False,False,False,False,True,False,True,False
6.24836540222168,7.373854637145996,2,400,11,True,False,False,False,False,True,False,True,False,True,False
5.737378597259521,8.551063537597656,1,2304,12,False,False,False,True,False,False,True,True,False,True,False
4.8099684715271,8.551063537597656,1,2116,5,False,False,False,False,False,False,False,True,False,True,True
7.50750732421875,8.551063537597656,1,441,9,False,True,False,False,False,False,False,True,False,False,False
7.477227210998535,8.551063537597656,2,676,11,True,False,False,False,False,False,True,True,False,True,True
7.018327236175537,7.822810173034668,1,3481,5,False,False,False,False,False,False,True,True,False,True,False
6.434585199767968,7.822810173034668,1,729,13,False,False,False,True,False,False,False,True,False,True,False
6.803412914276123,7.822810173034668,1,441,14,False,False,True,False,False,False,False,True,False,True,False
7.062191486358643,7.822810173034668,2,961,8,False,True,False,False,False,False,True,True,False,True,True
4.388257026672363,7.656486161299824,0,2809,10,False,True,False,False,False,False,True,True,False,True,True
4.421436309814453,7.043092250823975,1,3481,5,False,False,False,False,False,False,True,True,False,False,False
5.767760753631592,6.93759298324585,1,6241,0,False,False,False,False,False,False,True,True,False,False,False
6.901653289794922,7.317397594451904,1,961,9,False,True,False,False,False,False,True,True,False,False,False
6.434585199767968,7.317397594451904,1,900,11,True,False,False,False,False,False,False,True,True,False,True
7.336661815643311,7.713240146636963,1,1225,13,False,False,False,True,False,False,True,True,False,False,False
6.754215717315674,7.713240146636963,1,1089,6,False,False,False,False,False,False,False,True,False,True,True
7.421028137207031,7.647801876068115,1,3481,7,False,True,False,False,False,False,True,True,False,False,False
7.44219970703125,8.469801902770996,1,3136,16,False,False,True,False,False,False,False,True,False,True,True
7.424513339996338,8.469801902770996,1,529,16,False,False,True,False,False,False,False,True,False,True,True
7.825212001800537,8.330199241638184,1,1225,18,False,False,True,False,False,False,True,True,False,False,False
7.082198619842529,8.330199241638184,1,1156,16,False,False,True,False,False,False,False,True,False,True,True
7.546842098236084,8.178765296936035,1,1936,11,True,False,False,False,False,False,True,True,False,True,False
7.490715503692627,8.178765296936035,1,484,14,False,False,False,True,False,False,False,True,False,True,False
6.025060653686523,8.178765296936035,1,324,12,False,False,False,True,False,False,False,True,False,True,False
7.794308185577393,7.806600093841553,1,3844,2,False,False,False,False,False,False,True,True,False,True,False
5.182251453399658,7.806600093841553,1,1764,6,False,False,False,False,False,False,False,True,False,True,True
6.410209625378831,7.806600093841553,1,225,8,False,True,False,False,False,False,False,True,False,True,False
5.159055233001709,7.774362564086914,1,2116,2,False,False,False,False,False,False,True,True,False,True,False
6.434585199767968,7.774362564086914,1,361,11,True,False,False,False,False,False,False,True,False,True,False
7.468085289001465,8.386469841003418,1,1600,13,False,False,False,True,False,False,True,True,False,True,False
5.020585536956787,8.386469841003418,1,1024,10,False,True,False,False,False,False,False,True,False,True,True
7.376299381256104,7.549276351928711,1,1444,11,True,False,False,False,False,False,True,True,True,False,False
7.336448669433594,7.992403984069824,1,1764,11,True,False,False,False,False,False,True,True,False,False,False
6.883291721343994,7.992403984069824,1,1521,12,False,False,False,True,False,False,False,True,False,True,True
6.8509202003479,7.682685852050781,1,1369,6,False,False,False,False,False,False,True,True,False,True,True
5.107459545135498,7.623305797576904,1,3600,0,False,False,False,False,False,False,False,True,False,True,True
6.778879642486572,7.623305797576904,1,529,3,False,False,False,False,False,False,False,True,True,False,True
6.644440650939941,8.420595169067383,1,1089,12,False,False,False,True,False,False,True,True,False,False,False
4.555629730224609,7.500372886657715,1,2704,8,False,True,False,False,False,False,True,True,False,True,True
6.8393874168396,7.500372886657715,1,361,11,True,False,False,False,False,False,False,True,False,True,False
5.485833644866943,7.500372886657715,1,196,6,False,False,False,False,False,False,False,True,False,True,True
7.680521965026855,7.683476448059082,1,2304,9,False,True,False,False,False,False,False,True,False,True,True
6.984484672546387,7.789070129394531,0,2025,11,True,False,False,False,False,False,True,True,False,True,False
6.605974197387695,7.789070129394531,1,441,5,False,False,False,False,False,False,True,True,False,True,False
6.13394021987915,7.789070129394531,2,4356,1,False,False,False,False,False,False,False,True,False,True,True
6.410209625378831,7.789070129394531,2,289,7,False,True,False,False,False,False,False,True,False,True,False
6.434585199767968,7.683476448059082,1,4761,5,False,False,False,False,False,False,False,True,False,True,True
7.857738494873047,7.683476448059082,2,1681,18,False,False,True,False,False,False,True,True,False,True,True
6.644440650939941,8.4903564453125,1,2704,9,False,True,False,False,False,False,True,True,False,False,False
7.228327751159668,7.938801765441895,1,3481,8,False,True,False,False,False,False,True,True,True,False,False
6.029683113098145,7.938801765441895,1,3025,2,False,False,False,False,False,False,False,True,False,True,True
6.930983543395996,7.938801765441895,1,529,14,False,False,True,False,False,False,False,True,True,False,False
7.345095634460449,7.807303905487061,1,3721,11,True,False,False,False,False,False,True,True,False,True,False
